FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
1210,"אינפיניטי השתלמותאג""ח ממשלת ישראל",קרנות השתלמות,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202205,12/28/2006 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.11,0.28,-0.09,-0.26,32.66,0.43,,-0.99,-3.16,-1.28,1.75,-0.43,0.35,1.44,-0.6,-0.18,96.4,0,0.5,0.5,513621110,11/12/2022 00:00:00
1210,"אינפיניטי השתלמותאג""ח ממשלת ישראל",קרנות השתלמות,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202206,12/28/2006 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.11,0.15,-0.21,-0.25,32.41,0.43,,0.05,-3.11,-1.59,2.13,-0.53,0.42,1.43,-0.6,-0.14,96.4,0,0.52,0.52,513621110,11/12/2022 00:00:00
1210,"אינפיניטי השתלמותאג""ח ממשלת ישראל",קרנות השתלמות,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202207,12/28/2006 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.11,0.1,-0.1,-0.09,32.46,0.43,,0.49,-2.64,-1.34,2.22,-0.45,0.44,1.44,-0.6,-0.07,96.4,0,0.51,0.51,513621110,11/12/2022 00:00:00
1210,"אינפיניטי השתלמותאג""ח ממשלת ישראל",קרנות השתלמות,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202208,12/28/2006 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.11,0,-0.31,-0.2,31.8,0.43,,-1.36,-3.96,-2.95,0.43,-0.99,0.09,1.56,-0.72,-0.37,96.4,0,0.5,0.5,513621110,11/12/2022 00:00:00
1210,"אינפיניטי השתלמותאג""ח ממשלת ישראל",קרנות השתלמות,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202209,12/28/2006 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ממשלתי",0.1,0,-0.01,0.09,31.49,0.43,,-1.21,-5.12,-4.19,-0.57,-1.42,-0.11,1.65,-0.84,-0.57,96.4,0,0.5,0.51,513621110,11/12/2022 00:00:00
1211,אינפיניטי פיצויים סל מניות,מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202201,12/28/2006 12:00:00 AM,כלל האוכלוסיה,מניות,מניות ,0,0.01,0,-0.01,3.05,0.48,,-0.2,-0.2,56.97,73.04,16.22,11.59,13.14,1.56,1.05,86.8,3.01,1.32,1.01,513621110,11/12/2022 00:00:00
1211,אינפיניטי פיצויים סל מניות,מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202202,12/28/2006 12:00:00 AM,כלל האוכלוסיה,מניות,מניות ,0,0.02,0,-0.02,3.12,0.48,,2.96,2.75,58.5,75.41,16.59,11.9,13.17,1.92,1.1,86.6,3.05,1.32,0.96,513621110,11/12/2022 00:00:00
1211,אינפיניטי פיצויים סל מניות,מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202203,12/28/2006 12:00:00 AM,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,3.23,0.48,,3.65,6.5,64.78,82.59,18.11,12.8,13.2,2.28,1.18,88.3,3.17,1.44,1.01,513621110,11/12/2022 00:00:00
1211,אינפיניטי פיצויים סל מניות,מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202204,12/28/2006 12:00:00 AM,כלל האוכלוסיה,מניות,מניות ,0,0.03,0,-0.03,3.11,0.48,,-2.97,3.34,54.39,74.62,15.58,11.79,13.33,1.68,1.06,87.8,3.09,1.34,0.96,513621110,11/12/2022 00:00:00
1211,אינפיניטי פיצויים סל מניות,מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202205,12/28/2006 12:00:00 AM,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,2.89,0.48,,-6.93,-3.82,47.74,60.12,13.89,9.87,13.79,1.2,0.81,88.2,2.83,1.32,0.95,513621110,11/12/2022 00:00:00
1211,אינפיניטי פיצויים סל מניות,מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202206,12/28/2006 12:00:00 AM,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,2.76,0.48,,-4.36,-8.01,36.58,53.27,10.95,8.92,13.98,0.72,0.68,87.9,2.75,1.24,0.9,513621110,11/12/2022 00:00:00
1211,אינפיניטי פיצויים סל מניות,מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202207,12/28/2006 12:00:00 AM,כלל האוכלוסיה,מניות,מניות ,0,0.02,0,-0.02,2.93,0.48,,6.89,-1.68,44.92,62.52,13.16,10.2,14.24,0.96,0.81,88.3,2.91,1.33,0.97,513621110,11/12/2022 00:00:00
1211,אינפיניטי פיצויים סל מניות,מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202208,12/28/2006 12:00:00 AM,כלל האוכלוסיה,מניות,מניות ,0,0.03,0,-0.03,2.91,0.48,,0.48,-1.2,48.36,66.22,14.05,10.7,14.19,1.08,0.82,88.3,2.9,1.29,0.93,513621110,11/12/2022 00:00:00
1211,אינפיניטי פיצויים סל מניות,מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי השתלמות, גמל ופנסיה בע""מ",202209,12/28/2006 12:00:00 AM,כלל האוכלוסיה,מניות,מניות ,0,0,0,0,2.69,0.48,,-7.67,-8.78,33.03,51.15,9.98,8.61,14.7,0.96,0.58,89.2,2.63,1.37,1.02,513621110,11/12/2022 00:00:00
1219,אלטשולר שחם קמה,תגמולים ואישית לפיצויים,"אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",202201,3/13/2007 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0,0,-0.8,-0.8,0.27,0.17,0,-4.11,-4.11,3.37,7.03,1.11,1.37,3.67,-2.52,0.13,69.2,0,0,0,513173393,11/12/2022 00:00:00
1219,אלטשולר שחם קמה,תגמולים ואישית לפיצויים,"אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",202202,3/13/2007 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0.27,0.17,0,0.49,-3.64,3.12,7.53,1.03,1.46,3.68,-1.8,0.17,53.9,0,0,0,513173393,11/12/2022 00:00:00
1219,אלטשולר שחם קמה,תגמולים ואישית לפיצויים,"אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",202203,3/13/2007 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0.27,0.17,0,3.12,-0.63,5.51,10.52,1.8,2.02,3.91,-1.08,0.39,69,0,0,0,513173393,11/12/2022 00:00:00
1219,אלטשולר שחם קמה,תגמולים ואישית לפיצויים,"אלטשולר שחם פיננסים בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",202204,3/13/2007 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0.27,0.17,0,-0.32,-0.95,4.59,9.41,1.51,1.81,3.91,-0.96,0.35,68.6,0,0,0,513173393,11/12/2022 00:00:00
1219,אלטשולר שחם קמה,תגמולים ואישית לפיצויים,"אלטשולר שחם פיננסים בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",202205,3/13/2007 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0.26,0.17,0,-4.89,-5.8,-0.72,3.62,-0.24,0.71,4.51,-1.68,-0.05,76.3,0,0,0,513173393,11/12/2022 00:00:00
1219,אלטשולר שחם קמה,תגמולים ואישית לפיצויים,"אלטשולר שחם פיננסים בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",202206,3/13/2007 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0,0,-0.26,-0.26,0,0.17,0,-0.69,-6.45,-2.1,3.3,-0.7,0.65,4.52,-1.92,-0.08,100,,,,513173393,11/12/2022 00:00:00
1219,אלטשולר שחם קמה,תגמולים ואישית לפיצויים,"אלטשולר שחם פיננסים בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",202208,3/13/2007 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0.17,0,,,,,,,,,,,,,,513173393,11/12/2022 00:00:00
1223,הראל עדי פיצויים בטא,מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202201,5/27/2007 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0,0,0,0,0,0.3,,,,,,,,,,,,,,,512267592,11/12/2022 00:00:00
1225,"הראל עדי פיצויים אג""ח ",מרכזית לפיצויים,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ",202201,5/27/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח",0,0,0,0,0,0.77,,,,,,,,,,,,,,,512267592,11/12/2022 00:00:00
1240,"מיטב דש השתלמות אג""ח ללא מניות",קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202201,7/17/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",1.63,1.78,1.88,1.73,490.13,0.56,,-0.63,-0.63,14.11,19.33,4.5,3.6,2.58,0.6,1.35,76.5,0.27,70.05,45.79,512065202,11/12/2022 00:00:00
1240,"מיטב דש השתלמות אג""ח ללא מניות",קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202202,7/17/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",1.87,2.89,5.31,4.29,493.48,0.56,,-0.15,-0.78,13.26,19.13,4.24,3.56,2.58,0.96,1.31,75.4,0.27,71.29,48.4,512065202,11/12/2022 00:00:00
1240,"מיטב דש השתלמות אג""ח ללא מניות",קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202203,7/17/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",1.83,2.07,-0.34,-0.58,494.99,0.56,,0.47,-0.31,12.74,19.38,4.08,3.61,2.58,0.96,1.35,76.1,-0.33,74.8,45.35,512065202,11/12/2022 00:00:00
1240,"מיטב דש השתלמות אג""ח ללא מניות",קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202204,7/17/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",1.65,2.28,0.08,-0.55,493.08,0.56,,-0.23,-0.54,11.9,18.34,3.82,3.43,2.59,1.08,1.28,75.7,0.25,79.49,37.23,512065202,11/12/2022 00:00:00
1240,"מיטב דש השתלמות אג""ח ללא מניות",קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202205,7/17/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",1.73,2.61,13.04,12.16,498.75,0.56,,-1.26,-1.8,10.24,16.22,3.3,3.05,2.68,1.2,1.02,76.5,0.08,79.76,37.83,512065202,11/12/2022 00:00:00
1240,"מיטב דש השתלמות אג""ח ללא מניות",קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202206,7/17/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",1.91,3.64,4.96,3.23,503.35,0.56,,0.31,-1.49,9.74,16.92,3.15,3.18,2.67,1.2,1.06,75.1,0.06,82.59,31.83,512065202,11/12/2022 00:00:00
1240,"מיטב דש השתלמות אג""ח ללא מניות",קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202207,7/17/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",2.53,4.04,2.89,1.38,508.17,0.56,,0.73,-0.77,9.79,16.97,3.16,3.18,2.67,1.08,1.11,75.5,0.07,74.2,31.68,512065202,11/12/2022 00:00:00
1240,"מיטב דש השתלמות אג""ח ללא מניות",קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202208,7/17/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",1.82,3.01,-2.66,-3.85,501.64,0.56,,-0.48,-1.25,8.56,15.76,2.78,2.97,2.68,1.2,0.99,75.9,0.05,74.19,33.8,512065202,11/12/2022 00:00:00
1240,"מיטב דש השתלמות אג""ח ללא מניות",קרנות השתלמות,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202209,7/17/2007 12:00:00 AM,כלל האוכלוסיה,"אג""ח","אג""ח ללא מניות",1.77,3.37,1.29,-0.31,496.99,0.56,,-0.82,-2.06,7.28,14.79,2.37,2.8,2.72,1.32,0.83,74.3,0.03,80.16,37.76,512065202,11/12/2022 00:00:00
1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202201,11/1/2007 00:00:00,כלל האוכלוסיה,מניות,מניות ,8.25,1.76,14.55,21.04,375.26,0.49,,-2.66,-2.66,46.03,67.84,13.45,10.91,14.29,-1.32,0.85,92.1,365.55,261.27,95.91,512245812,11/12/2022 00:00:00
1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202202,11/1/2007 00:00:00,כלל האוכלוסיה,מניות,מניות ,6.51,1.33,7.04,12.22,384,0.49,,-0.87,-3.51,41.89,64.33,12.37,10.44,14.32,-1.8,0.81,91.5,376.48,274.29,100.08,512245812,11/12/2022 00:00:00
1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202203,11/1/2007 00:00:00,כלל האוכלוסיה,מניות,מניות ,4.01,1.38,17.04,19.67,408.63,0.49,,1.29,-2.26,42.96,66.22,12.65,10.7,14.31,-1.68,0.84,91.7,390.26,253.37,108.88,512245812,11/12/2022 00:00:00
1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202204,11/1/2007 00:00:00,כלל האוכלוסיה,מניות,מניות ,6.28,1.03,9.18,14.43,410.3,0.49,,-3.06,-5.25,33.62,58.86,10.14,9.7,14.42,-1.92,0.74,91.6,397.1,285.77,109.64,512245812,11/12/2022 00:00:00
1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202205,11/1/2007 00:00:00,כלל האוכלוסיה,מניות,מניות ,6.83,1.44,0.07,5.46,400.64,0.49,,-3.69,-8.75,32.31,50.17,9.78,8.47,14.56,-1.32,0.62,91.6,387.16,288.95,106.36,512245812,11/12/2022 00:00:00
1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202206,11/1/2007 00:00:00,כלל האוכלוסיה,מניות,מניות ,6.6,0.98,2.58,8.2,385.4,0.49,,-5.84,-14.08,19.84,42.9,6.22,7.4,14.83,-2.04,0.47,91,371.81,283.18,99.48,512245812,11/12/2022 00:00:00
1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202207,11/1/2007 00:00:00,כלל האוכלוסיה,מניות,מניות ,6,1.44,2.82,7.38,415.74,0.49,,5.93,-8.98,25.93,47.63,7.99,8.1,15,-1.92,0.57,91.6,398.45,294.59,112.91,512245812,11/12/2022 00:00:00
1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202208,11/1/2007 00:00:00,כלל האוכלוסיה,מניות,מניות ,5.73,1.05,8.16,12.84,420.53,0.49,,-1.83,-10.65,25.99,43.98,8.01,7.56,15.04,-1.92,0.51,91.5,411.83,284.7,102.59,512245812,11/12/2022 00:00:00
1256,מנורה מבטחים השתלמות מסלול מניות,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202209,11/1/2007 00:00:00,כלל האוכלוסיה,מניות,מניות ,7.22,0.61,-1.56,5.05,391.14,0.49,,-8.1,-17.89,12.63,31.17,4.04,5.58,15.55,-2.04,0.29,90.6,391.14,281.04,103.7,512245812,11/12/2022 00:00:00
1257,"רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות",קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202201,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,"אג""ח","אג""ח ללא מניות",0.82,0.99,-0.61,-0.78,112.02,0.32,,-0.38,-0.38,7.23,9.63,2.35,1.86,2.54,-0.84,0.67,93.2,0,5.42,4.69,520031824,11/12/2022 00:00:00
1257,"רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות",קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202202,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,"אג""ח","אג""ח ללא מניות",0.77,1.1,-0.55,-0.88,110.83,0.32,,-0.25,-0.63,6.42,9.35,2.1,1.8,2.54,-0.6,0.63,93.1,,5.57,4.89,520031824,11/12/2022 00:00:00
1257,"רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות",קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202203,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,"אג""ח","אג""ח ללא מניות",0.79,0.7,-0.33,-0.24,110.56,0.32,,-0.01,-0.64,5.86,9.24,1.92,1.78,2.55,-0.6,0.62,93.1,,5.35,4.82,520031824,11/12/2022 00:00:00
1257,"רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות",קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202204,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,"אג""ח","אג""ח ללא מניות",0.74,0.55,-0.96,-0.77,109.9,0.32,,0.13,-0.51,5.72,8.87,1.87,1.71,2.54,-0.48,0.61,93,,5.73,5.05,520031824,11/12/2022 00:00:00
1257,"רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות",קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202205,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,"אג""ח","אג""ח ללא מניות",0.75,0.97,-0.61,-0.83,108.4,0.32,,-0.58,-1.09,4.74,7.91,1.56,1.53,2.56,-0.12,0.51,93,,5.68,5.04,520031824,11/12/2022 00:00:00
1257,"רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות",קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202206,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,"אג""ח","אג""ח ללא מניות",0.76,1.34,0.3,-0.28,108.53,0.32,,0.39,-0.7,4.61,8.52,1.51,1.65,2.56,-0.12,0.56,92.9,,5.72,5.22,520031824,11/12/2022 00:00:00
1257,"רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות",קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202207,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,"אג""ח","אג""ח ללא מניות",1.12,0.6,0.03,0.55,109.03,0.32,,-0.02,-0.72,3.7,8.51,1.22,1.65,2.56,-0.12,0.55,93,,5.7,5.21,520031824,11/12/2022 00:00:00
1257,"רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות",קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202208,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,"אג""ח","אג""ח ללא מניות",0.82,0.44,0.22,0.6,109.11,0.32,,-0.44,-1.16,2.95,7.85,0.97,1.52,2.57,0,0.46,92.6,,6.71,6.2,520031824,11/12/2022 00:00:00
1257,"רום קרן השתלמות לעובדי הרשויות המקומיות מסלול רום רביד אג""ח ללא מניות",קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202209,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,"אג""ח","אג""ח ללא מניות",0.73,0.58,-0.12,0.03,108.61,0.32,,-0.46,-1.61,2.11,7.41,0.7,1.44,2.58,0.12,0.37,92.5,,6.93,6.99,520031824,11/12/2022 00:00:00
1258,רום קרן השתלמות לעובדי הרשויות המקומיות מסלול ספיר מניות,קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202201,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,מניות,מניות ,0.31,0.13,1.11,1.29,26.82,0.33,,-4.4,-4.4,39.16,58.05,11.64,9.59,13.09,-1.56,0.8,93.7,25.67,16,6.82,520031824,11/12/2022 00:00:00
1258,רום קרן השתלמות לעובדי הרשויות המקומיות מסלול ספיר מניות,קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202202,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,מניות,מניות ,0.33,0.27,-0.14,-0.08,26.42,0.33,,-1.16,-5.51,35.2,53.13,10.58,8.9,13.11,-2.16,0.75,93.5,25.14,15.59,6.45,520031824,11/12/2022 00:00:00
1258,רום קרן השתלמות לעובדי הרשויות המקומיות מסלול ספיר מניות,קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202203,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,מניות,מניות ,0.32,0.15,0.09,0.26,27.03,0.33,,1.34,-4.24,36.3,54.1,10.87,9.03,13.11,-2.16,0.77,93.5,25.29,15.22,8.45,520031824,11/12/2022 00:00:00
1258,רום קרן השתלמות לעובדי הרשויות המקומיות מסלול ספיר מניות,קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202204,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,מניות,מניות ,0.33,0.02,0.41,0.72,26.9,0.33,,-3.08,-7.19,27.65,47.04,8.48,8.02,13.22,-2.52,0.66,93.6,25.58,15.25,8.17,520031824,11/12/2022 00:00:00
1258,רום קרן השתלמות לעובדי הרשויות המקומיות מסלול ספיר מניות,קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202205,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,מניות,מניות ,0.34,0.08,-0.21,0.05,25.93,0.33,,-3.71,-10.64,27.03,38.18,8.3,6.68,13.35,-2.16,0.53,93.7,24.66,15.08,7.91,520031824,11/12/2022 00:00:00
1258,רום קרן השתלמות לעובדי הרשויות המקומיות מסלול ספיר מניות,קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202206,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,מניות,מניות ,0.33,0.16,-0.3,-0.13,24.49,0.33,,-5.08,-15.18,16.51,32.6,5.23,5.81,13.57,-2.76,0.39,93.4,22.97,13.91,7.07,520031824,11/12/2022 00:00:00
1258,רום קרן השתלמות לעובדי הרשויות המקומיות מסלול ספיר מניות,קרנות השתלמות,הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית,"החברה המנהלת של רום קרן ההשתלמות לעובדי הרשויות המקומיות בע""מ",202207,11/13/2007 12:00:00 AM,עובדי סקטור מסויים,מניות,מניות ,0.48,0.01,-0.54,-0.07,25.89,0.33,,6.03,-10.06,22.69,38.7,7.05,6.76,13.78,-2.4,0.51,93.9,24.04,14.62,7.96,520031824,11/12/2022 00:00:00
